INSTALL_YR,INSTALL_MO,OBJECTID,ADDRESS,LOCATION,STREET,PLACEMENT,RACKS,SPACES,GLOBALID,LAT,LON,point
2011,11,2953,994 MARKET ST,Art Gallery,MARKET,SIDEWALK,2,4,{C4517C28-88C3-48F6-9FFC-A1EACDB873D7},37.782684,-122.410327,POINT (-122.41032669486546 37.78268392208995)
2013,5,873,380 GUERRERO ST,Orange,GUERRERO,SIDEWALK,1,2,{6B8ACD49-3980-4D4B-B6CB-994613BFFB21},37.765165,-122.424424,POINT (-122.42442379323057 37.765165004883464)
2002,0,1089,522 JONES ST,UNKNOWN,JONES,SIDEWALK,1,2,{5B3CB150-2305-4908-B5D4-0FACA6F6F934},37.786064,-122.412822,POINT (-122.41282249301453 37.78606399216653)
2012,8,2766,160 CAPP ST,Native American Health Center,CAPP,SIDEWALK,2,4,{082B9D0D-B4B8-408A-A52B-45DBEC96BB2E},37.764034,-122.418868,POINT (-122.41886779446497 37.76403400483895)
2002,0,2273,1906 MARKET ST,Little Hollywood Launderette,MARKET,SIDEWALK,1,2,{D368B8FE-0BE7-4115-8EA4-3E4C136FD755},37.770636,-122.425393,POINT (-122.4253927924572 37.77063600411362)
2015,9,185,1738 LOMBARD ST,Relax Feet Massage,LOMBARD,SIDEWALK,2,4,{4A935F64-1101-428B-8957-2DF79DACB40E},37.800726,-122.430141,POINT (-122.43014077602722 37.800726178268405)
2016,7,3581,350 Rhode Island St,Commercial Building,RHODE ISLAND,SIDEWALK,6,12,{1A66DC71-6C5F-4F7E-98F7-9E78DB372B18},37.76541,-122.402709,POINT (-122.40270925852245 37.765410305341724)
2015,1,527,400 RANDOLPH ST,Pilgrim Community Church,RANDOLPH,SIDEWALK,1,2,{874549DD-17B2-43F2-A2C4-BF661C172DED},37.714452,-122.466446,POINT (-122.46644619310464 37.714452312596855)
2004,0,1744,3200 24TH ST,Napper Tandy,24TH,SIDEWALK,1,2,{53CEA30D-F79F-4B2B-A9B5-BDC3A81FE24B},37.752467,-122.416575,POINT (-122.41657479662253 37.752467005036195)
2006,0,1750,687 HAIGHT ST,Groove Merchant Records,HAIGHT,SIDEWALK,1,2,{012DE27C-C827-4A99-826B-E3B1E6E4C1E7},37.771506,-122.433419,POINT (-122.43341879205276 37.77150600441888)
2017,5,3237,3119 Clement St,Garden House Cafe,CLEMENT,SIDEWALK,2,4,{A8F94D41-9A3E-44BD-8403-316CEA7226EC},37.781598,-122.492587,POINT (-122.4925872172039 37.78159809919892)
2002,0,1520,122 10TH ST,Compassion and Care Center,10TH,SIDEWALK,1,2,{C17863CD-8AA7-468E-B0D6-879342145219},37.774759,-122.41574,POINT (-122.41573979444466 37.77475900332025)
2012,9,2036,3030 20TH ST,Southern Exposure,20TH,SIDEWALK,2,4,{E6CD0AEF-6BD7-44A1-8361-82F371C2F760},37.75932,-122.411269,POINT (-122.4112687969657 37.75932000436197)
2002,0,2029,2141 POLK ST,Street Restaurant,POLK,SIDEWALK,1,2,{0B95E78A-1F39-4EE7-8B3C-0D2C178A65EB},37.796482,-122.42216,POINT (-122.42215978966533 37.796482002319756)
2017,3,3309,4614 03rd Street,Catering Co.,03RD,SIDEWALK,1,2,{41FFA9A7-0BB1-4057-963A-3F9E4D6D83C9},37.736296,-122.39033,POINT (-122.39033012442765 37.73629589406886)
2015,1,61,59 WEST PORTAL AVE,Supercuts,WEST PORTAL,SIDEWALK,1,2,{FB0BCC1E-889B-4E83-995F-347A52EDFF98},37.740031,-122.466176,POINT (-122.46617619024013 37.74003071011715)
2013,1,1218,None,Golden Gate Park Panhandle Children's Playground,None,PARCEL,6,12,{A15758AE-E22C-4D4E-A15F-C93674F5AAC5},37.772195,-122.447927,POINT (-122.44792678887896 37.77219500637929)
2013,9,1398,539 GOUGH ST,Krav Maga Institute,GOUGH,SIDEWALK,1,2,{8FC94C4E-EF77-4B65-94AF-4279275CFA61},37.778415,-122.423549,POINT (-122.4235487921681 37.77841500374151)
2010,7,732,2840 MARIPOSA ST,Theater of Yugen,MARIPOSA,SIDEWALK,1,2,{613F45B3-1271-4C84-8799-7FEC369161AC},37.763578,-122.411738,POINT (-122.4117377963865 37.763578004107224)
2010,0,2713,500 GUERRERO ST,500 Club,GUERRERO,SIDEWALK,2,4,{4518DF56-A7E3-4287-B517-E5BC34112F50},37.763004,-122.424201,POINT (-122.42420079450929 37.76300400523552)
2002,0,998,79 NEW MONTGOMERY ST,Academy of Art University,NEW MONTGOMERY,SIDEWALK,1,2,{0E057664-89C9-4786-995B-037A2C926758},37.787885,-122.400522,POINT (-122.40052179472934 37.78788500176135)
2004,0,2560,3464 19TH ST,Lexington Club,19TH,SIDEWALK,1,2,{64E963E6-0701-4464-84C9-79D5B4FAC7CD},37.760339,-122.420787,POINT (-122.4207865950033 37.760339274963876)
2017,2,3605,701 PORTOLA DRIVE,CVS,PORTOLA,SIDEWALK,1,2,{BB3F7946-234F-4A0B-91BA-1FF276928BDA},37.744534,-122.453309,POINT (-122.4533085297926 37.744533938446)
2004,0,1844,1801 MCALLISTER ST,Green Chile Kitchen & Market,BAKER,SIDEWALK,1,2,{EBC0F1DB-0A44-4A54-B311-025A1520F706},37.777188,-122.441918,POINT (-122.44191769055523 37.77718840494759)
2011,3,677,1360 VALENCIA ST,Painted Bird - Clothing,VALENCIA,SIDEWALK,1,2,{C1E4135C-5582-4844-A530-1E03D7D28967},37.751049,-122.420845,POINT (-122.4208447961257 37.751049005744264)
2003,0,1304,628 20TH ST,Retox Lounge,20TH,SIDEWALK,1,2,{BCC863D4-C02E-4A32-B764-8CA5F3873640},37.760679,-122.388215,POINT (-122.38821479976167 37.76067900246447)
2015,12,396,1127 MARKET ST,ACT Theater,MARKET,SIDEWALK,6,12,{E5FADA14-C572-4FED-A488-D01783444AC4},37.779914,-122.413035,POINT (-122.41303484217356 37.779913619443946)
2011,6,2548,3312 MISSION ST,Cole Hardware,MISSION,SIDEWALK,1,2,{46331902-D467-43D6-BA83-0CE15DB3E6C7},37.743788,-122.421361,POINT (-122.42136079677404 37.74378800628571)
2013,1,2786,385 08TH ST,Mr S Leather,08TH,SIDEWALK,2,4,{AB386B41-5DD7-4AF1-BEDC-B77ABE1AACC1},37.774248,-122.408614,POINT (-122.40861379485642 37.774248002892996)
2014,12,1885,4634 03RD ST,VeloBrews Cafe & Cycling Community Center,03RD,ROADWAY,5,10,{CC131F31-4C2B-4AD1-9F2B-7B5406E71DA9},0,0,
2004,0,383,353 KING ST,UNKNOWN,KING,SIDEWALK,3,3,{F32D1E55-698E-4807-B968-44C40A83D494},37.775303,-122.394921,POINT (-122.3949207969994 37.77530300197449)
2011,3,751,3175 17TH ST,Root Division,17TH,SIDEWALK,1,2,{18FAAFEB-35EC-4D5C-95AC-C3B5225E8F35},37.763369,-122.416686,POINT (-122.41668579587433 37.76336900471898)
2009,0,1005,141 LELAND AVE,residential,LELAND,SIDEWALK,1,2,{A3EAA3FE-DA64-41AE-91E5-A6BD86367E28},37.712021,-122.406458,POINT (-122.40645780244866 37.7120210079069)
2004,0,3015,991 SHOTWELL ST,UNKNOWN,SHOTWELL,SIDEWALK,1,2,{AB2CCB31-A74A-43F5-9960-6B0F254BFE6E},37.752648,-122.414976,POINT (-122.41497559625753 37.75264786539246)
2004,0,744,2016 CHESTNUT ST,T Mobile,CHESTNUT,SIDEWALK,1,2,{178139FB-9EC0-469D-AA00-AB43496A9D2B},37.800948,-122.436725,POINT (-122.43672478729555 37.80094800268326)
2010,0,2853,695 MINNA ST,Grove restaurant,MINNA,SIDEWALK,1,2,{2122F9A4-6684-49C9-AE73-BC8890B22BB4},37.777118,-122.412413,POINT (-122.41241279389801 37.77711800315751)
2013,3,1381,3177 17TH ST,7 Tepees,17TH,SIDEWALK,1,2,{CDC7FE87-4275-4FDD-91B2-00AD73916E3E},37.763369,-122.416686,POINT (-122.41668549531339 37.763368594697475)
2015,1,102,1423 POLK ST,Hi Lo Bar,POLK,SIDEWALK,1,2,{34FDF067-EDD1-4236-A93F-FDA0BC92248F},37.789878,-122.420875,POINT (-122.42087479240669 37.789878103082586)
0,0,1785,None,Caltrain,IOWA,SIDEWALK,3,6,{98859AD2-A5C2-4317-A20F-DA3D8E508900},37.757405,-122.392357,POINT (-122.39235679998944 37.75740500318272)
2015,7,1894,3230 MISSION ST,Emmy's Spaghetti Shack,MISSION,SIDEWALK,2,4,{A0445B13-6295-4810-B10D-4C3B963289D4},37.744958,-122.420303,POINT (-122.42030299741579 37.74495760633627)
2011,3,160,1779 FOLSOM ST,Nihon,FOLSOM,SIDEWALK,1,2,{BDC3F4FB-8FD1-449B-BE83-C722CF0AC7B2},37.768692,-122.415277,POINT (-122.41527679502647 37.76869200373817)
2016,11,3369,306 Clement,The Blue Danube,CLEMENT,SIDEWALK,1,2,{129ABE24-5E58-400F-8A43-FC571D78D753},37.783103,-122.462378,POINT (-122.46237758832916 37.78310258090171)
2010,0,1973,3595 CALIFORNIA ST,Starbucks,CALIFORNIA,SIDEWALK,1,2,{F80A3DD5-29AD-4CF4-89A2-975E6F79DF4E},37.786035,-122.453138,POINT (-122.45313778737224 37.786035005375446)
2016,7,3558,2430 Mission Street,Self Help FCU,MISSION,SIDEWALK,1,2,{3E4A649C-F4ED-48A0-9BFD-AB18E313F77F},37.75816,-122.419094,POINT (-122.41909445333631 37.75815969478791)
2018,7,4986,14 Dalewood Way,Mt. Davidson Park Entrance,Dalewood Way,SIDEWALK,1,2,{F5AA84D2-BE8D-405A-9FF9-AA33C1F28464},,,POINT (-122.4538500183087 37.73684855466845)
2013,1,411,1451 JACKSON ST,Spring Valley CDC,JACKSON,SIDEWALK,1,2,{9DAAEEFB-1C8E-430B-8898-6FFF2DAA03EA},37.794001,-122.418806,POINT (-122.41880579190527 37.794001001642776)
2010,9,2313,2254 POLK ST,Cole Hardware,POLK,SIDEWALK,1,2,{FB659B44-88FD-4BA1-ABBE-BDA267911F41},37.797492,-122.421795,POINT (-122.42179479020915 37.7974920024192)
2018,12,4576,1011 Turk Street,SF Dept of Emergency Management,Turk Street,SIDEWALK,2,4,{61E7DB18-7529-4018-A929-81329BC77E75},,,POINT (-122.42608732071893 37.7811037594692)
2010,0,1790,2128 FOLSOM ST,Stable Cafe,FOLSOM,SIDEWALK,1,2,{664B18D4-0FE1-4295-B91E-FFF54D5B76FA},37.763205,-122.415444,POINT (-122.41544379591406 37.763205004014445)
0,0,2510,986 MARKET ST,Equator Coffee,MARKET,SIDEWALK,0,0,{DEDE5468-65DF-44B4-807E-B4C8CAD8703D},37.782658,-122.409798,POINT (-122.40979779378735 37.782658002496575)
2004,0,1387,4068 24TH ST,Qoio,24TH,SIDEWALK,1,2,{C258010A-CF93-4B44-9293-89640F8D6262},37.751576,-122.433376,POINT (-122.4333757937834 37.75157600603985)
2018,12,4580,999 Sutter Street,Apt. Complex,Sutter Street,SIDEWALK,1,2,{2391B583-2CC2-4884-AA4E-2516BDAEEDE7},,,POINT (-122.41664573148122 37.78806437907455)
2015,10,1337,1837 PACIFIC AVE,Avenue Fine Food Market,PACIFIC,SIDEWALK,1,2,{702EF347-F8C9-4FBF-9BE0-0511C7642EBD},37.794461,-122.425474,POINT (-122.4254744362357 37.79446079240608)
2018,4,4873,2000 Union Street,Belga,Union Street,SIDEWALK,1,2,{185E6A0F-1878-4C93-9F14-F0DFCC81ABE5},,,POINT (-122.43245548150537 37.797681859979555)
2013,3,2851,3500 FILLMORE ST,Marina MS,FILLMORE,SIDEWALK,2,4,{3E09214D-C219-4F91-8DD4-EBE78A0D7FFA},37.801821,-122.435468,POINT (-122.4354677880698 37.80182100276898)
2002,0,1060,4448 CALIFORNIA ST,Salon Belle Linda,CALIFORNIA,SIDEWALK,1,2,{729EE15C-59C2-441E-B16D-D9B60596B782},37.785148,-122.465364,POINT (-122.46536378540037 37.785148006540254)
2013,10,1705,1170 MARKET ST,The Art Institute of California,MARKET,SIDEWALK,1,2,{184B2B23-4C86-4D79-9B60-7DC314B2C5A5},37.779492,-122.414288,POINT (-122.41428779365717 37.77949200301092)
2017,9,4883,4715 Geary  Blvd,Express Liquor,Geary Blvd,SIDEWALK,1,2,{DA12B5A0-964B-4913-904E-69F570E1296C},,,POINT (-122.4699713895781 37.780452968271895)
2017,2,3289,3906 03rd Street,La Laguna Taqueria,03RD,SIDEWALK,2,4,{EC650C6E-881C-4EFA-8D86-B87D6BCC0C1A},37.741889,-122.388327,POINT (-122.38832708805559 37.741889002400264)
2003,0,174,755 COLUMBUS AVE,Bristol Weeden Painting,COLUMBUS,SIDEWALK,1,2,{BF4C8B4D-240F-41D9-96F9-719C7A04CBFC},37.801595,-122.412323,POINT (-122.41232279192063 37.80159500098964)
2013,1,1184,1900 FOLSOM ST,Truck,FOLSOM,ROADWAY,7,14,{873E8194-D699-49A5-B3F1-5720B8989BF8},37.76679,-122.41577,POINT (-122.41576979595489 37.76679000413333)
2017,9,4978,2919 Diamond Street,Geln Park Mail Depot,Diamond Street,SIDEWALK,1,2,{ABE58E13-06ED-43D7-ABF3-F2791A617F4E},,,POINT (-122.4343258024328 37.7331978024905)
2003,0,1703,429 CASTRO ST,Castro Theatre,CASTRO,SIDEWALK,1,2,{EB800455-B690-4035-8D95-5C6653BE4882},37.762008,-122.434683,POINT (-122.43468279218064 37.76200800563495)
2011,11,2744,333 POST ST,Johnson & Murphy,POST,SIDEWALK,1,2,{9A2FC6FF-99AF-4E18-8DFA-80737605B158},37.787926,-122.407487,POINT (-122.4074872946246 37.78792622142151)
2019,2,4899,2325 Union Street,St. Mary's Episcopal,Union Street,SIDEWALK,1,2,{1AFD7775-6C4E-465E-89E5-E0D355579A89},,,POINT (-122.43760157990143 37.79653347912768)
2010,5,1081,985 VALENCIA ST,Dosa,VALENCIA,ROADWAY,6,12,{C4A2629F-58AF-450D-B5B7-FBC1BD912D8D},37.757219,-122.420837,POINT (-122.42083679512731 37.75721900464202)
2016,11,3362,115 Clement,Sparky's Fun and Joy,CLEMENT,SIDEWALK,1,2,{4B54E0E6-E892-411F-8F96-975C1E99B6D0},37.78306,-122.460308,POINT (-122.46030804391695 37.78305988738846)
2012,2,337,2845 24TH ST,Samy's Liquors,24TH,SIDEWALK,2,4,{C5EA25DD-95B9-4699-A019-553020E98B3A},37.752587,-122.408778,POINT (-122.40877779745189 37.752587004490316)
2011,6,2663,235 CORTLAND AVE,Avedano's Meats,CORTLAND,SIDEWALK,1,2,{B23F9F11-CFED-4CC7-9F7D-BB1C3BF18412},37.73964,-122.418858,POINT (-122.4188577972188 37.73964000651123)
2015,11,2354,1582 FOLSOM ST,The Willows,FOLSOM,ROADWAY,5,10,{F29B57B1-7704-492A-9888-C53A5E9341B7},37.771111,-122.414905,POINT (-122.4149048043572 37.77111135350751)
2015,1,2206,569 GEARY ST,Glass Kandy,GEARY,SIDEWALK,1,2,{5EF91FBA-7481-413D-B3EE-B742E1600638},37.786463,-122.412555,POINT (-122.41255489318264 37.78646300207948)
2010,0,1467,1221 DIVISADERO ST,Frankee Uno San Francisco,DIVISADERO,SIDEWALK,1,2,{8CB73BF9-2414-4938-92EE-9EAF6BDE28C1},37.7809,-122.43934,POINT (-122.4393397903542 37.78090000530829)
2010,0,2082,1555 IRVING ST,Woodside International School,IRVING,SIDEWALK,1,2,{77C329E9-875A-48AF-A5FA-71765D916104},37.763427,-122.474735,POINT (-122.47473478599389 37.76342700869011)
2015,8,1044,185 ARKANSAS ST,Alison Events,ARKANSAS,SIDEWALK,1,2,{E9BBBE50-C0A1-4E8E-8290-FC0E69416189},37.763951,-122.398514,POINT (-122.39851438071476 37.763950947615086)
2004,0,2057,531 HOWARD ST,Fink Architecture,HOWARD,SIDEWALK,1,2,{2D852C66-8A75-4AE1-8C95-EB37C58CE106},37.787766,-122.39656,POINT (-122.39655979564895 37.787766000301474)
2015,1,676,193 FRANKLIN ST,Mes Amis 193,FRANKLIN,SIDEWALK,1,2,{CC32A46F-C3F6-4B62-8A21-4F9A7F452FB0},37.77588,-122.421328,POINT (-122.4213283930757 37.775879803038116)
0,0,795,451 BERRY ST,Mission Bay Parks Maintenance Facility,BERRY,PARCEL,2,16,{CC2D4A9E-D7F9-48CC-A9D1-24C70B03F355},37.771494,-122.397987,POINT (-122.39798679645236 37.77149400199288)
2015,10,2275,1610 POST ST,Relax Feet Massage,POST,SIDEWALK,2,4,{07D92126-AA85-4EC1-9C0F-A21BBFA1F528},37.785824,-122.428369,POINT (-122.42836849556292 37.78582439380696)
2019,1,4933,1218 South Van Ness Ave,SF Tikes Academy,South Van Ness Ave,SIDEWALK,1,2,{ECF5373B-87A2-4408-B5FE-134E253EDA98},,,POINT (-122.41671916091612 37.7534660999798)
0,0,1734,410 BUSH ST,Academy of Art University,BUSH,SIDEWALK,1,2,{C53DD2F8-92EA-4236-B09D-A41F68A73C5A},37.791165,-122.404534,POINT (-122.404533793331 37.79116500127022)
2017,10,4511,700 Valencia St,Farina,Valencia Street,SIDEWALK,1,2,{5CDDB39C-2040-44F8-A709-AE2E043E1199},,,POINT (-122.42178600149049 37.761562741724106)
2012,2,767,2501 BRYANT ST,Bloodhound,BRYANT,SIDEWALK,3,6,{7135D789-9ED0-4F5F-8B29-6020BE860C02},37.754175,-122.409016,POINT (-122.40901579856524 37.754175005075595)
2017,9,4644,1050 Wisconsin Street,Potrero Hill Health Center,Wisconsin Street,SIDEWALK,2,4,{ABC50428-527D-486D-81FB-2476586EFC2E},,,POINT (-122.39893111103143 37.754006541478205)
2017,9,4631,80 Missouri Street,Fitness Urbano,Missouri Street,SIDEWALK,4,8,{D334BF49-2B45-4DE3-B842-FECB7A6BCC1F},,,POINT (-122.39711643073895 37.76547288026582)
2010,0,248,10 MARK LN,Irish Bank Bar,MARK,SIDEWALK,1,2,{3929157A-8465-43D8-A4D8-0DF52CBF2B1C},37.790389,-122.404623,POINT (-122.40462339425522 37.79038917101107)
2013,1,2995,639 FREDERICK ST,ArcoSports,FREDERICK,SIDEWALK,1,2,{9B5BE3B4-FF2E-460F-AC66-E62A8A62F6C3},37.765764,-122.455421,POINT (-122.4554207894303 37.765764006735765)
2018,4,4779,4431 Mission Street,Rocks Den,Mission Street,SIDEWALK,1,2,{CB0B59CA-3908-44AF-B2EA-6DCC160A5983},,,POINT (-122.43258563114838 37.7271660707415)
2018,11,4960,2185 Fillmore Street,Mudpie,Filmore Street,SIDEWALK,1,2,{365B4682-2DD4-4509-AAC0-1B0A7CB83604},,,POINT (-122.43407665706276 37.789580505108795)
2012,11,447,1370 SANSOME ST,Starbucks,SANSOME,SIDEWALK,2,4,{C5C7C0E4-3902-4543-B791-EDF558D59F2A},37.802659,-122.402694,POINT (-122.40269389239839 37.80265944985625)
2005,0,1578,577 VALENCIA ST,Thanh Tam II restaurant,VALENCIA,SIDEWALK,1,2,{3B4D0FD1-0601-4218-B1D1-773EACBAD5AF},37.763683,-122.421461,POINT (-122.42146079542628 37.7636830051343)
2015,7,432,4076 18TH ST,Réveille Coffee Co.,18TH,SIDEWALK,2,4,{D4412367-E0F2-44D8-8DCE-025709D3C65C},37.761088,-122.434401,POINT (-122.43440059332006 37.76108840673359)
2017,5,3278,1250 Quintara Street,Growing Place Family Preschool,QUINTARA,SIDEWALK,3,6,{B25369B5-968B-47BA-817C-5493FD6247AF},37.748595,-122.478775,POINT (-122.47877510999173 37.7485953709233)
2016,10,3344,227 Balboa,Peter's Place Nursery,BALBOA,SIDEWALK,1,2,{8A0D5EF4-408A-464B-A197-B834B56EB0E1},37.777298,-122.461091,POINT (-122.46109089022417 37.77729822113638)
2013,9,482,2645 OCEAN AVE,San Francisco Federal Union,OCEAN,SIDEWALK,1,2,{FDB47AC8-F55C-457C-8938-C3C8EF4A89C8},37.731649,-122.474175,POINT (-122.47417479012093 37.731649011027784)
0,0,87,630 VALENCIA ST,SFPD Mission Station,VALENCIA,SIDEWALK,6,12,{66562C4C-845F-4176-AF51-3B50369C2762},37.762843,-122.421992,POINT (-122.42199179405617 37.762843004922225)
2017,5,3268,1300 Haight Street,Ritual Coffee,HAIGHT,SIDEWALK,3,6,{29FCD856-100D-464F-9611-01615636C9A4},37.770488,-122.443714,POINT (-122.44371367800916 37.770487675253065)
2017,10,4640,580 07th Street,Pinterest,7th Street,SIDEWALK,2,4,{A4784DF8-C81C-4673-BCFF-8C34A9F40023},,,POINT (-122.40362775118365 37.77313008924614)
2015,6,1037,620 JONES ST,Jones Restaurant,JONES,SIDEWALK,1,2,{B6A498D0-81BC-4356-8493-60018F5FBA84},37.787165,-122.412967,POINT (-122.41296679253986 37.78716500210037)
2017,9,4628,191 08th Street,Harvest Urban Market,08th Street,SIDEWALK,1,1,{22A9A67C-7E70-4727-B3A2-1A1C18F49D5C},,,POINT (-122.41147431985965 37.77680774911215)
2018,1,4592,1736 Stockton Street,Maybeck Building,Stockton Street,SIDEWALK,1,2,{6E688E99-8100-404E-A441-BCD530296542},,,POINT (-122.40919971011573 37.80196417973317)
2013,4,1946,806 SOUTH VAN NESS AVE,Bender's Bar and Grill,S VAN NESS,SIDEWALK,1,2,{5F29F28D-B3C1-45B5-8AF0-42C322C6831F},37.760194,-122.417266,POINT (-122.41726579530558 37.76019400415157)
2010,9,1199,3838 CALIFORNIA ST,CPMC,CALIFORNIA,SIDEWALK,1,2,{07630D13-6E26-45C5-929A-BA6F85C8043C},37.786181,-122.457585,POINT (-122.45758478627417 37.78618100566829)
2010,7,2234,455 DOLORES ST,Dolores Park Church,DOLORES,SIDEWALK,1,2,{48F5B529-4E31-481E-8AC2-B61E969AF005},37.762073,-122.425741,POINT (-122.42574079349808 37.76207300494898)
2003,0,2128,3141 16TH ST,Monk's Kettle,16TH,SIDEWALK,1,2,{6A6A8099-7869-485F-BFB2-2495A433611E},37.764626,-122.42296,POINT (-122.42295979415462 37.76462600534758)
2018,9,4695,351 09th Avenue,Richmond Branch - San Francisco Public Library,09th Avenue,SIDEWALK,2,4,{80EDFFD0-FC63-436B-8A2A-C54558E9DE2C},,,POINT (-122.46803873911722 37.781860929423374)
2018,6,4745,98 Gough Street,One Medical,Gough Street,SIDEWALK,2,4,{132CF40A-673C-486B-8829-B9D66D5E5277},,,POINT (-122.42223044080211 37.77397874965381)
2003,0,1059,430 09TH ST,UNKNOWN,09TH,SIDEWALK,1,2,{0180C8F6-D090-4DF2-8D79-C7A8C2FEDA73},37.771944,-122.409778,POINT (-122.40977779420291 37.771944003271486)
2017,7,4822,2001 Irving St,Bank of the Orient,Irving Street,SIDEWALK,2,4,{78CAED32-A286-4CC7-A06F-F7FFEA84752A},,,POINT (-122.4795415894844 37.763313570174276)
2002,0,547,730 MARKET ST,UNKNOWN,MARKET,SIDEWALK,1,2,{88EB1EA9-0504-4BF1-83EF-7B41D248B2FF},37.787427,-122.404358,POINT (-122.40435779421792 37.787427001488886)
2018,7,4957,43 Irving Street,UCSF,Irving Street,SIDEWALK,2,4,{E8D2CAAD-80C2-4FEB-AD7E-2BF269E5DA9D},,,POINT (-122.45804237788326 37.76433312020203)
2015,1,1511,4596 MISSION ST,K & L Jewelry and Orthoworks and Dores Salon,MISSION,SIDEWALK,1,2,{9E2ADDDC-4350-4D40-AA83-57DA01F3B1A5},37.72486,-122.435,POINT (-122.4349995963328 37.72486010915018)
2002,0,2769,1201 OCEAN AVE,McDonald's,OCEAN,SIDEWALK,1,2,{B4B86CE8-6964-4DBF-8C7E-CA8456E6E1E1},37.723442,-122.455496,POINT (-122.45549579402913 37.723442010195924)
2018,12,4558,117 Divisadero Street,Apt. complex,Divisadero Street,SIDEWALK,1,2,{FBFBA5F7-7A86-4F19-89C6-72930C467F13},,,POINT (-122.43701297003962 37.76933900075988)
2017,2,3331,5191 03rd Street,Roadhouse Coffee,03RD,SIDEWALK,1,2,{0953A352-9BDF-45E5-8C0A-6905A5FA19D1},37.730961,-122.391879,POINT (-122.39187948508753 37.73096111646805)
2015,6,393,472 TURK ST,Tenderloin Housing Clinic,TURK,SIDEWALK,1,2,{586146D1-70EA-410A-8B81-5FE8CB722A58},37.782727,-122.418885,POINT (-122.41888459247346 37.78272660241919)
2011,11,2767,1000 VAN NESS AVE,AMC Theater,VAN NESS,SIDEWALK,2,4,{8F0B4FA8-5131-4022-A255-7CB1BF644260},37.785167,-122.420005,POINT (-122.42000479160407 37.78516700334219)
2018,7,4725,1040 Polk Street,Kuma Sushi + Sake,Polk Street,SIDEWALK,1,2,{3C981C40-B758-431C-AB46-2439DB2395FF},,,POINT (-122.41963961083349 37.78660155973875)
2013,3,410,180 FAIR OAKS ST,Adda Clevenger Jr Prep School,FAIR OAKS,SIDEWALK,3,6,{9592592F-FDB9-48A8-B6F7-1369130FEE60},37.753696,-122.424506,POINT (-122.4245057946742 37.753696005345944)
2015,9,2330,1725 UNION ST,Crunch Fitness,UNION,SIDEWALK,2,4,{E47411AC-BBB7-4163-8334-DB328D5F0D40},37.798012,-122.427683,POINT (-122.42768332221611 37.798012363270516)
2016,7,3590,101 POST ST,Capital One 360 Café,POST,SIDEWALK,2,4,{6B224312-439E-44D7-A26A-6F530188ABF2},37.788824,-122.403667,POINT (-122.4036673539235 37.78882402049298)
2015,1,442,1170 SUTTER ST,Haji Hardware,SUTTER,SIDEWALK,1,2,{558DE590-13F2-4AD6-8438-AE5D948FD55D},37.788045,-122.419707,POINT (-122.41970679212216 37.78804500281508)
2017,9,4654,1494 19th Ave,multi-residental apt.,19th Ave,SIDEWALK,2,4,{1A3A4C10-89BE-43A0-8C01-4B3866A61116},,,POINT (-122.47647722815144 37.75999803145735)
2003,0,1327,2448 CLEMENT ST,Hard Knox Cafe,26TH,SIDEWALK,1,2,{1E6D7552-C259-4F0F-B7CD-88436D1D4C9D},37.782222,-122.485734,POINT (-122.48573378354617 37.782222008115674)
0,0,868,22 OAK ST,vacant,OAK,SIDEWALK,3,6,{3D79D791-FBF1-48CF-B9AD-CF584D0F0D5A},37.775631,-122.419848,POINT (-122.41984819412279 37.77563111346508)
2017,9,4885,5317 Geary  Blvd,Buffalo Burger,Geary Blvd,SIDEWALK,1,2,{12186573-8490-4F82-825A-82B72C5769CB},,,POINT (-122.47641556924124 37.78026455938825)
2010,11,1415,49 GEARY ST,Serge Serge Sorokko art gallery,GEARY,SIDEWALK,1,2,{9D9FDA56-FD92-4ED5-9F6E-B6DC75CC668F},37.787427,-122.404358,POINT (-122.40435779421792 37.787427001488886)
2013,3,2501,1299 CHURCH ST,Green Twig Salon,CHURCH,SIDEWALK,1,2,{B2A8A19D-4DAA-4236-AE26-20AC581FD96B},37.750234,-122.427114,POINT (-122.4271137956541 37.750234006067906)
2015,11,1147,207 09TH ST,A2B,09TH,SIDEWALK,1,2,{63B984D5-C40E-47D9-A570-B942B19E7912},37.774941,-122.412976,POINT (-122.41297615962525 37.774941361851766)
2019,2,4920,704 Larkin St,Strand Barber & Beauty,Larkin St,SIDEWALK,2,4,{88DF9213-6AA1-4DF7-A0A2-C01B06990A8A},,,POINT (-122.41760083180618 37.784378309486456)
2017,9,4488,4715 Geary St,Express Liquor,Geary St,SIDEWALK,1,2,{ABB2ACF8-F75B-4073-A85E-EDBF64926488},,,POINT (-122.4699713895781 37.780452968271895)
2006,0,1351,962 VALENCIA ST,Chrome Industries,VALENCIA,SIDEWALK,1,2,{49712C32-41E5-43D7-ABD2-E6A084E2B583},37.757493,-122.421453,POINT (-122.4214527958208 37.75749300507256)
2015,10,1976,555 MARKET ST,Market Center,MARKET,SIDEWALK,4,8,{F30B8C84-3955-483C-A055-136E159DECE7},37.789975,-122.400269,POINT (-122.40026896431857 37.78997514360253)
2015,10,2810,1074 FOLSOM ST,Body Mechanix Fitness Cooperative,FOLSOM,SIDEWALK,1,2,{F0D7D0F3-96ED-4719-B436-D54365AE4256},37.777286,-122.407281,POINT (-122.40728078323872 37.77728635244606)
